"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary","income"
"430",0.41,0.52,2,127,3,1,1,0,"support","low",34759
"431",0.89,0.65,5,195,6,0,1,0,"support","low",36525
"432",0.41,0.57,2,160,3,0,1,0,"support","low",25804
"433",0.44,0.51,2,150,3,0,1,0,"support","low",38503
"434",0.87,0.84,4,264,6,0,1,0,"support","low",38104
"435",0.1,0.84,6,309,4,0,1,0,"support","low",22326
"436",0.41,0.47,2,135,3,0,1,0,"support","low",35981
"437",0.11,0.85,6,261,4,0,1,0,"support","low",39219
"438",0.43,0.53,2,160,3,0,1,0,"support","low",34097
"439",0.77,0.9,4,237,5,0,1,0,"support","low",39906
"440",0.41,0.52,2,136,3,0,1,0,"technical","low",39213
"441",0.41,0.48,2,139,3,0,1,0,"technical","low",36708
"442",0.36,0.78,2,151,4,0,1,0,"technical","low",31001
"443",0.77,1,5,229,5,0,1,0,"management","low",35768
"444",0.81,0.98,5,245,5,0,1,0,"IT","low",37799
"445",0.39,0.54,2,127,3,0,1,0,"IT","low",34778
"446",0.09,0.94,6,283,5,0,1,0,"IT","low",28165
"447",0.44,0.46,2,143,3,0,1,0,"IT","low",35742
"448",0.1,0.84,5,298,4,0,1,0,"IT","low",38109
"449",0.36,0.48,2,159,3,0,1,0,"product_mng","low",37246
"450",0.81,0.92,5,239,5,0,1,0,"product_mng","low",30184
"451",0.81,0.9,4,226,5,0,1,0,"product_mng","medium",48665
"452",0.85,0.98,5,248,5,0,1,0,"product_mng","medium",53786
"453",0.1,0.87,6,286,4,0,1,0,"IT","medium",48254
"454",0.37,0.54,2,145,3,0,1,0,"RandD","medium",61598
"455",0.09,0.97,7,254,4,1,1,0,"RandD","medium",60877
"456",0.44,0.53,2,127,3,0,1,0,"RandD","medium",44486
"457",0.86,0.93,5,223,5,0,1,0,"RandD","medium",59151
"458",0.77,1,4,255,5,0,1,0,"RandD","medium",52807
"459",0.41,0.48,2,136,3,0,1,0,"marketing","medium",55434
"460",0.4,0.48,2,137,3,0,1,0,"sales","medium",42481
"461",0.43,0.49,2,135,3,0,1,0,"accounting","medium",52125
"462",0.43,0.5,2,137,3,0,1,0,"support","medium",47700
"463",0.8,0.53,3,255,5,0,1,0,"technical","high",72189
"464",0.8,0.85,4,273,5,0,1,0,"management","low",17197
"465",0.82,0.98,5,234,5,0,1,0,"marketing","medium",55670
"466",0.37,0.54,2,152,3,0,1,0,"marketing","medium",56204
"467",0.37,0.48,2,134,3,0,1,0,"marketing","medium",45759
"468",0.09,0.95,6,292,4,0,1,0,"sales","medium",57625
"469",0.9,0.92,5,245,5,0,1,0,"sales","low",35420
"470",0.41,0.52,2,159,3,0,1,0,"sales","low",35897
"471",0.1,0.85,6,260,4,0,1,0,"sales","low",36687
"472",0.44,0.53,2,149,3,0,1,0,"sales","low",35418
"473",0.89,0.85,5,266,5,0,1,0,"sales","low",39530
"474",0.42,0.56,2,149,3,0,1,0,"sales","low",36429
"475",0.87,1,5,242,5,0,1,0,"sales","low",38451
"476",0.45,0.57,2,134,3,0,1,0,"sales","low",39994
"477",0.11,0.87,5,271,4,0,1,0,"sales","low",30697
"478",0.09,0.79,6,275,4,0,1,0,"sales","low",33402
"479",0.76,0.83,5,227,5,0,1,0,"sales","low",29564
"480",0.11,0.96,7,277,5,0,1,0,"sales","low",24013
"481",0.37,0.49,2,151,3,0,1,0,"sales","low",32474
"482",0.1,0.79,6,274,4,0,1,0,"sales","low",33027
"483",0.77,0.87,4,242,6,0,1,0,"sales","low",38174
"484",0.42,0.54,2,143,3,1,1,0,"sales","low",27248
"485",0.38,0.52,2,145,3,0,1,0,"sales","low",30175
"486",0.32,0.95,5,172,2,0,1,0,"sales","low",30271
"487",0.38,0.49,2,135,3,0,1,0,"accounting","low",21388
"488",0.19,1,4,192,4,0,1,0,"accounting","low",37384
"489",0.1,0.83,7,276,4,0,1,0,"accounting","low",29476
"490",0.76,0.88,4,206,4,0,1,0,"hr","medium",48104
"491",0.53,0.56,4,281,6,0,1,0,"hr","medium",61408
"492",0.39,0.51,2,151,3,0,1,0,"hr","medium",68023
"493",0.11,0.83,6,244,4,0,1,0,"hr","medium",52751
"494",0.1,0.94,6,309,4,0,1,0,"technical","medium",60621
"495",0.84,1,5,218,5,0,1,0,"technical","medium",58015
"496",0.82,0.99,4,263,6,0,1,0,"technical","medium",56767
"497",0.1,0.82,6,244,4,0,1,0,"technical","medium",51243
"498",0.59,0.49,7,263,4,0,1,0,"technical","medium",44455
"499",0.44,0.48,2,143,3,0,1,0,"technical","medium",63158
"500",0.89,0.95,2,181,5,0,1,0,"technical","medium",62935
"501",0.91,0.84,5,265,5,0,1,0,"technical","medium",61267
"502",0.66,0.57,5,161,5,0,1,0,"technical","high",70189
"503",0.11,0.87,7,282,5,0,1,0,"technical","low",27163
"504",0.43,0.51,2,155,3,0,1,0,"technical","medium",69097
"505",0.78,0.83,4,217,6,0,1,0,"support","medium",63435
"506",0.11,0.97,6,289,5,0,1,0,"support","medium",66772
"507",0.83,0.98,4,259,5,0,1,0,"support","medium",61622
"508",0.39,0.54,2,158,3,0,1,0,"support","low",33420
"509",0.38,0.55,2,158,3,0,1,0,"support","low",28840
"510",0.37,0.57,2,155,3,0,1,0,"support","low",18821
"511",0.44,0.48,2,146,3,0,1,0,"support","low",28764
"512",0.53,0.85,2,164,5,0,1,0,"support","low",29981
"513",0.09,0.96,6,259,4,0,1,0,"support","low",30458
"514",0.11,0.89,6,293,4,0,1,0,"support","low",38341
"515",0.83,0.96,5,275,5,0,1,0,"support","low",33739
"516",0.88,1,5,219,6,1,1,0,"technical","low",34796
"517",0.1,0.89,6,247,4,0,1,0,"technical","low",39608
"518",0.09,0.86,7,309,4,0,1,0,"technical","low",37856
"519",0.44,0.54,2,151,3,0,1,0,"management","low",35487
"520",0.39,0.51,2,129,3,0,1,0,"IT","low",39137
"521",0.87,0.94,4,274,5,0,1,0,"IT","low",34277
"522",0.74,0.99,4,233,5,0,1,0,"IT","low",22037
"523",0.1,0.95,7,289,4,0,1,0,"IT","low",38736
"524",0.74,0.82,4,239,6,0,1,0,"IT","low",32060
"525",0.75,0.99,5,221,5,0,1,0,"product_mng","low",37495
"526",0.41,0.56,2,150,3,0,1,0,"product_mng","low",30627
"527",0.41,0.45,2,144,3,1,1,0,"product_mng","low",29012
"528",0.09,0.9,7,289,4,0,1,0,"product_mng","low",36784
"529",0.09,0.8,6,301,5,0,1,0,"IT","medium",52334
"530",0.39,0.57,2,145,3,0,1,0,"accounting","medium",61235
"531",0.4,0.56,2,137,3,0,1,0,"accounting","medium",65831
"532",0.37,0.54,2,131,3,1,1,0,"hr","medium",54971
"533",0.1,0.84,6,246,4,0,1,0,"hr","medium",58251
"534",0.43,0.51,2,136,3,0,1,0,"hr","medium",46176
"535",0.75,0.85,5,240,6,1,1,0,"marketing","medium",44730
"536",0.37,0.56,2,156,3,0,1,0,"sales","medium",43239
"537",0.11,0.85,6,305,4,0,1,0,"accounting","medium",45327
"538",0.45,0.45,2,154,3,1,1,0,"support","medium",41301
"539",0.87,1,5,261,5,1,1,0,"technical","medium",48730
"540",0.11,0.94,7,244,4,0,1,0,"management","medium",45294
"541",0.45,0.54,2,129,3,0,1,0,"marketing","high",72447
"542",0.81,0.87,4,254,5,0,1,0,"marketing","low",32843
"543",0.77,0.91,5,236,5,0,1,0,"marketing","medium",44213
"544",0.89,0.92,5,237,5,0,1,0,"sales","medium",62681
"545",0.43,0.49,2,135,3,0,1,0,"sales","medium",42810
"546",0.78,1,5,236,5,0,1,0,"sales","medium",44214
"547",0.37,0.47,2,149,3,0,1,0,"sales","low",24028
"548",0.37,0.5,2,141,3,0,1,0,"sales","low",38436
"549",0.85,0.82,4,270,5,0,1,0,"sales","low",39393
"550",0.41,0.47,2,138,3,0,1,0,"sales","low",37820
"551",0.11,0.96,6,298,4,0,1,0,"sales","low",38297
"552",0.75,0.99,5,254,5,0,1,0,"sales","low",37557
"553",0.82,0.85,5,248,5,0,1,0,"sales","low",28095
"554",0.79,1,5,257,6,0,1,0,"sales","low",37842
"555",0.43,0.53,2,150,3,0,1,0,"sales","low",38675
"556",0.1,0.9,7,281,4,0,1,0,"sales","low",19127
"557",0.46,0.48,2,141,3,1,1,0,"sales","low",36017
"558",0.43,0.57,2,157,3,0,1,0,"sales","low",34677
"559",0.43,0.55,2,136,3,0,1,0,"sales","low",32811
"560",0.11,0.8,7,296,4,0,1,0,"sales","low",39166
"561",0.09,0.86,6,279,4,0,1,0,"sales","low",17895
"562",0.37,0.53,2,131,3,0,1,0,"sales","low",33500
"563",0.4,0.57,2,160,3,0,1,0,"accounting","low",39978
"564",0.1,0.77,7,291,4,0,1,0,"accounting","low",39109
"565",0.41,0.53,2,157,3,0,1,0,"accounting","low",31733
"566",0.79,0.58,3,294,4,0,1,0,"hr","low",33424
"567",0.11,0.79,7,310,4,0,1,0,"hr","low",28283
"568",0.1,0.97,6,282,4,0,1,0,"hr","medium",41292
"569",0.44,0.51,2,134,3,0,1,0,"hr","medium",61041
"570",0.25,0.46,4,214,4,0,1,0,"technical","medium",60005
"571",0.44,0.52,2,137,3,0,1,0,"technical","medium",44695
"572",0.73,1,4,252,5,0,1,0,"technical","medium",50155
"573",0.75,0.97,5,243,6,0,1,0,"technical","medium",66087
"574",0.36,0.47,2,148,3,0,1,0,"technical","medium",67611
"575",0.37,0.49,2,151,3,0,1,0,"technical","medium",46563
"576",0.39,0.49,2,129,3,0,1,0,"technical","medium",50197
"577",0.48,0.78,2,198,2,0,1,0,"technical","medium",46737
"578",0.57,0.72,4,275,6,0,1,0,"technical","medium",63531
"579",0.9,0.96,5,243,5,0,1,0,"technical","medium",55109
"580",0.39,0.55,2,159,3,0,1,0,"technical","high",70856
"581",0.44,0.51,2,145,3,0,1,0,"support","low",36575
"582",0.81,0.88,5,242,5,0,1,0,"support","medium",52237
"583",0.74,0.87,5,242,5,0,1,0,"support","medium",58380
"584",0.44,0.56,2,145,3,0,1,0,"support","medium",46314
"585",0.41,0.56,2,154,3,0,1,1,"support","medium",57957
"586",0.4,0.51,2,139,3,0,1,0,"support","low",34307
"587",0.46,0.57,2,152,3,0,1,0,"support","low",25227
"588",0.8,0.83,2,211,3,0,1,0,"support","low",27967
"589",0.87,0.9,5,258,5,0,1,0,"support","low",28145
"590",0.39,0.54,2,155,3,0,1,0,"support","low",16025
"591",0.38,0.55,2,148,3,0,1,0,"support","low",33199
"592",0.66,0.67,2,255,3,0,1,0,"technical","low",35941
"593",0.1,0.8,6,264,4,0,1,0,"technical","low",38188
"594",0.37,0.54,2,132,3,0,1,0,"technical","low",30164
"595",0.1,0.77,6,255,4,0,1,0,"management","low",23866
"596",0.09,0.87,5,263,4,0,1,0,"IT","low",39815
"597",0.86,0.84,5,222,5,0,1,0,"IT","low",39767
"598",0.11,0.9,6,263,4,0,1,0,"IT","low",32680
"599",0.37,0.46,2,157,3,0,1,0,"IT","low",30774
"600",0.11,0.92,7,307,4,0,1,0,"IT","low",38107
"601",0.77,0.98,5,259,6,0,1,0,"product_mng","low",31067
"602",0.84,0.94,5,222,6,0,1,0,"product_mng","low",31856
"603",0.1,0.84,7,250,4,0,1,0,"product_mng","low",39075
"604",0.83,0.9,5,245,5,0,1,0,"product_mng","low",23849
"605",0.11,0.79,6,292,4,0,1,0,"IT","low",31125
"606",0.86,0.92,5,252,5,0,1,0,"RandD","low",27393
"607",0.38,0.56,2,161,3,0,1,0,"RandD","medium",51607
"608",0.11,0.88,5,250,4,0,1,0,"RandD","medium",63695
"609",0.45,0.49,2,134,3,0,1,0,"RandD","medium",54609
"610",0.1,0.85,7,279,4,0,1,0,"RandD","medium",68250
"611",0.09,0.95,7,256,4,0,1,0,"marketing","medium",50636
"612",0.39,0.53,2,127,3,0,1,0,"sales","medium",55127
"613",0.37,0.47,2,138,3,1,1,0,"accounting","medium",51410
"614",0.81,0.97,5,243,5,0,1,0,"support","medium",68816
"615",0.09,0.9,7,296,4,0,1,0,"technical","medium",46188
"616",0.1,0.88,7,267,4,0,1,0,"management","medium",41008
"617",0.39,0.49,2,144,3,0,1,0,"marketing","medium",42016
"618",0.83,0.95,4,251,5,0,1,0,"marketing","medium",44341
"619",0.45,0.57,2,148,3,0,1,0,"marketing","high",77405
"620",0.43,0.51,2,141,3,0,1,0,"sales","low",31883
"621",0.8,0.75,3,268,2,0,1,0,"sales","medium",59790
"622",0.1,0.86,6,247,4,0,1,0,"sales","medium",41736
"623",0.1,0.55,2,247,4,0,1,0,"sales","medium",47209
"624",0.36,0.52,2,146,3,0,1,0,"sales","medium",47115
"625",0.38,0.5,2,140,3,0,1,0,"sales","low",36352
"626",0.78,0.98,5,263,6,0,1,0,"sales","low",34790
"627",0.44,0.49,2,145,3,0,1,0,"sales","low",29191
"628",0.41,0.46,2,156,3,1,1,0,"sales","low",27457
"629",0.72,0.85,5,244,6,0,1,0,"sales","low",36789
"630",0.46,0.54,2,144,3,0,1,0,"sales","low",31919
"631",0.1,0.9,7,286,4,0,1,0,"sales","low",34391
"632",0.34,0.67,4,141,2,0,1,0,"sales","low",37061
"633",0.11,0.89,6,260,5,0,1,0,"sales","low",39355
"634",0.38,0.56,2,154,3,0,1,0,"sales","low",24604
"635",0.82,0.92,5,225,5,0,1,0,"sales","low",37730
"636",0.39,0.57,2,127,3,0,1,0,"sales","low",37600
"637",0.44,0.53,2,140,3,0,1,0,"sales","low",33870
"638",0.43,0.52,2,147,3,0,1,0,"sales","low",17234
"639",0.84,0.83,4,227,5,0,1,0,"accounting","low",31210
"640",0.43,0.48,2,153,3,0,1,0,"accounting","low",28402
"641",0.37,0.52,2,128,3,0,1,0,"accounting","low",33822
"642",0.74,0.97,4,228,5,0,1,0,"hr","low",19786
"643",0.73,0.97,5,235,5,0,1,0,"hr","low",26915
"644",0.37,0.47,2,148,3,0,1,0,"hr","low",38750
"645",0.58,0.62,4,238,3,0,1,0,"hr","low",36274
"646",0.4,0.54,2,141,3,0,1,0,"technical","medium",68119
"647",0.51,0.83,5,249,4,0,1,0,"technical","medium",46176
"648",0.46,0.5,2,151,3,0,1,0,"technical","medium",64711
"649",0.45,0.54,2,129,3,0,1,0,"technical","medium",52514
"650",0.46,0.5,2,156,3,0,1,0,"technical","medium",62355
"651",0.39,0.45,2,134,3,0,1,0,"technical","medium",48877
"652",0.09,0.88,6,269,4,0,1,0,"technical","medium",47317
"653",0.09,0.77,6,290,4,0,1,0,"technical","medium",45521
"654",0.37,0.51,2,132,3,0,1,0,"technical","medium",49721
"655",0.1,0.89,7,308,4,0,1,0,"technical","medium",53628
"656",0.77,1,4,232,5,0,1,0,"technical","medium",63577
"657",0.79,0.86,5,235,5,0,1,0,"support","medium",52608
"658",0.43,0.55,2,130,3,0,1,0,"support","high",70705
"659",0.38,0.53,2,146,3,0,1,0,"support","low",22870
"660",0.77,0.91,5,221,6,0,1,0,"support","medium",57207
"661",0.44,0.5,2,130,3,0,1,0,"support","medium",63776
"662",0.39,0.46,2,136,3,0,1,0,"support","medium",41802
"663",0.78,0.89,5,274,6,0,1,0,"support","medium",46258
"664",0.1,0.79,6,256,5,0,1,0,"support","low",35680
"665",0.1,0.77,5,276,4,0,1,0,"support","low",32518
"666",0.75,0.85,5,267,5,0,1,0,"support","low",38888
"667",0.46,0.62,6,213,3,0,1,0,"support","low",27705
"668",0.91,0.97,4,274,6,0,1,0,"technical","low",39441
"669",0.1,0.92,6,258,4,0,1,0,"technical","low",36431
"670",0.72,0.6,3,153,5,0,1,0,"technical","low",31745
"671",0.11,0.95,6,245,4,0,1,0,"management","low",29005
"672",0.11,0.94,6,264,4,0,1,0,"IT","low",33624
"673",0.46,0.57,2,154,3,0,1,0,"IT","low",37535
"674",0.37,0.46,2,149,3,0,1,0,"IT","low",30762
"675",0.46,0.5,2,157,3,0,1,0,"IT","low",37418
"676",0.43,0.57,2,127,3,0,1,0,"IT","low",31583
"677",0.11,0.82,6,270,4,0,1,0,"product_mng","low",26894
"678",0.73,0.89,5,236,6,0,1,0,"product_mng","low",29715
"679",0.43,0.47,2,158,3,0,1,0,"product_mng","low",39029
"680",0.86,1,5,229,5,0,1,0,"product_mng","low",25788
"681",0.1,0.83,6,269,4,0,1,0,"IT","low",36981
"682",0.4,0.49,2,128,3,0,1,0,"sales","low",37656
"683",0.11,0.87,7,278,4,0,1,0,"sales","low",33793
"684",0.86,0.98,3,158,5,0,1,0,"sales","low",35628
"685",0.42,1,3,202,3,0,1,0,"sales","medium",54105
"686",0.79,0.84,4,240,5,0,1,0,"sales","medium",63718
"687",0.1,0.96,7,255,4,0,1,0,"marketing","medium",64499
"688",0.09,0.92,7,254,4,0,1,0,"sales","medium",42059
"689",0.09,0.82,6,257,4,0,1,0,"accounting","medium",44220
"690",0.87,1,4,228,5,0,1,0,"support","medium",55261
"691",0.36,0.49,2,145,3,0,1,0,"technical","medium",50507
"692",0.42,0.75,3,218,4,0,1,0,"management","medium",54681
"693",0.84,0.86,5,268,5,0,1,0,"marketing","medium",50566
"694",0.1,0.83,6,278,4,0,1,0,"marketing","medium",52765
"695",0.78,0.71,3,249,5,0,1,0,"marketing","medium",41286
"696",0.35,0.99,3,236,4,0,1,0,"sales","medium",52056
"697",0.1,0.81,7,291,4,0,1,0,"sales","high",74339
"698",0.11,0.8,6,306,4,0,1,0,"sales","low",31732
"699",0.43,0.48,2,135,3,0,1,0,"sales","medium",60003
"700",0.38,0.45,2,156,3,0,1,0,"sales","medium",67815
"701",0.46,0.54,2,143,3,0,1,0,"sales","medium",55701
"702",0.89,0.82,4,243,5,0,1,0,"sales","medium",57013
"703",0.45,0.5,2,147,3,0,1,0,"sales","low",31574
"704",0.44,0.53,2,159,3,0,1,0,"sales","low",27083
"705",0.74,0.54,5,216,3,0,1,0,"sales","low",21425
"706",0.45,0.54,2,152,3,0,1,0,"sales","low",36342
"707",0.79,0.93,4,226,5,0,1,0,"sales","low",27335
"708",0.79,0.91,5,271,5,0,1,0,"sales","low",38734
"709",0.11,0.87,6,255,4,0,1,0,"sales","low",20540
"710",0.42,0.48,2,140,3,0,1,0,"sales","low",36811
"711",0.64,0.9,6,252,2,0,1,0,"sales","low",20987
"712",0.4,0.55,2,159,3,0,1,0,"sales","low",36350
"713",0.84,0.98,5,270,5,0,1,0,"sales","low",33600
"714",0.73,0.92,5,232,5,0,1,0,"sales","low",25335
"715",0.4,0.51,2,144,3,0,1,0,"accounting","low",26361
"716",0.36,0.45,2,127,3,0,1,0,"accounting","low",37433
"717",0.43,0.47,2,131,3,0,1,0,"accounting","low",33166
"718",0.11,0.78,6,243,4,0,1,0,"hr","low",39139
"719",0.91,1,5,244,6,0,1,0,"hr","low",27070
"720",0.8,1,5,260,5,0,1,0,"hr","low",31611
"721",0.42,0.49,2,139,3,0,1,0,"hr","low",24692
"722",0.31,0.87,4,184,3,0,1,0,"technical","low",27764
"723",0.44,0.47,2,130,3,0,1,0,"technical","low",39941
"724",0.38,0.54,2,135,3,0,1,0,"technical","medium",68521
"725",0.45,0.56,2,146,3,0,1,0,"technical","medium",42430
"726",0.43,0.46,2,149,3,0,1,0,"technical","medium",47335
"727",0.45,0.46,2,153,3,1,1,0,"technical","medium",50417
"728",0.43,0.57,2,160,3,0,1,0,"technical","medium",49148
"729",0.43,0.49,2,160,3,0,1,0,"technical","medium",53308
"730",0.09,0.83,6,282,4,0,1,0,"technical","medium",50972
"731",0.43,0.47,2,128,3,0,1,0,"technical","medium",43443
"732",0.79,0.94,4,232,5,0,1,0,"technical","medium",62564
"733",0.85,0.58,3,226,2,0,1,0,"support","medium",58838
"734",0.38,0.45,2,129,3,0,1,0,"support","medium",41940
"735",0.11,0.92,7,255,4,0,1,0,"support","medium",49709
"736",0.83,0.99,5,258,5,0,1,0,"support","high",70340
"737",0.81,0.91,4,229,5,0,1,0,"support","low",23661
"738",0.42,0.56,2,143,3,0,1,0,"support","medium",47280
"739",0.11,0.87,6,257,4,0,1,0,"support","medium",40854
"740",0.11,0.85,7,275,4,0,1,0,"support","medium",60315
"741",0.1,0.89,7,291,4,0,1,0,"support","medium",58656
"742",0.5,0.54,5,153,4,0,1,0,"support","low",22825
"743",0.44,0.49,2,154,3,0,1,0,"support","low",15892
"744",0.11,0.9,6,301,4,0,1,0,"technical","low",32480
"745",0.39,0.52,2,134,3,0,1,0,"technical","low",32987
"746",0.11,0.78,6,245,4,0,1,0,"technical","low",38119
"747",0.36,0.5,2,132,3,0,1,0,"management","low",38696
"748",0.43,0.51,2,130,3,0,1,0,"IT","low",39496
"749",0.4,0.5,2,127,3,0,1,0,"IT","low",32440
"750",0.86,0.84,4,246,6,0,1,0,"IT","low",33449
"751",0.38,0.49,2,145,3,0,1,0,"IT","low",36332
"752",0.46,0.45,2,138,3,0,1,1,"IT","low",18703
"753",0.37,0.57,2,129,3,0,1,0,"product_mng","low",34716
"754",0.43,0.52,2,150,3,0,1,0,"product_mng","low",35527
"755",0.66,0.93,5,253,5,0,1,0,"product_mng","low",28126
"756",0.37,0.48,2,160,3,0,1,0,"product_mng","low",32919
"757",0.77,0.92,5,235,5,0,1,0,"IT","low",37849
"758",0.38,0.55,2,151,3,0,1,0,"sales","low",35360
"759",0.39,0.54,2,127,3,0,1,0,"sales","low",27071
"760",0.41,0.55,2,151,3,0,1,0,"sales","low",34603
"761",0.1,0.9,7,290,4,0,1,0,"sales","low",22368
"762",0.09,0.93,6,249,4,0,1,0,"sales","low",32219
"763",0.41,0.47,2,131,3,0,1,0,"marketing","medium",53185
"764",0.39,0.46,2,159,3,0,1,0,"sales","medium",50063
"765",0.83,0.99,4,223,5,0,1,0,"accounting","medium",65387
"766",0.09,0.87,3,214,2,0,1,0,"support","medium",68758
"767",0.75,0.81,5,227,5,0,1,0,"technical","medium",45605
"768",0.44,0.54,2,127,3,0,1,0,"management","medium",68982
"769",0.1,0.84,6,293,5,0,1,0,"marketing","medium",46826
"770",0.42,0.46,2,141,3,0,1,0,"marketing","medium",46087
"771",0.1,0.83,6,300,4,0,1,0,"marketing","medium",44128
"772",0.1,0.86,6,309,4,0,1,0,"sales","medium",68119
"773",0.31,0.77,4,149,3,0,1,0,"sales","medium",54072
"774",0.42,0.54,2,159,3,0,1,0,"sales","medium",42345
"775",0.38,0.5,2,152,3,0,1,0,"sales","high",73399
"776",0.39,0.57,2,158,3,0,1,0,"sales","low",38051
"777",0.1,0.97,6,254,5,0,1,0,"sales","medium",47338
"778",0.11,0.93,6,294,4,0,1,0,"sales","medium",60322
"779",0.1,0.92,7,269,4,0,1,0,"sales","medium",47460
"780",0.11,0.9,7,247,4,0,1,0,"sales","medium",42397
"781",0.44,0.65,3,271,4,0,1,0,"sales","low",32991
"782",0.91,0.96,4,232,5,0,1,0,"sales","low",35487
"783",0.72,1,4,245,5,0,1,0,"sales","low",38639
"784",0.36,0.46,2,132,3,0,1,0,"sales","low",30899
"785",0.44,0.57,2,131,3,0,1,0,"sales","low",37927
"786",0.85,0.99,5,248,5,0,1,0,"sales","low",27253
"787",0.78,0.93,5,225,5,0,1,0,"sales","low",39885
"788",0.39,0.46,2,156,3,0,1,0,"sales","low",36781
"789",0.78,0.81,3,222,2,0,1,0,"sales","low",37731
"790",0.1,0.92,6,243,4,1,1,0,"sales","low",24019
"791",0.23,0.99,4,204,4,1,1,0,"accounting","low",35590
"792",0.11,0.87,6,301,4,0,1,0,"accounting","low",34391
"793",0.9,0.83,5,259,5,0,1,0,"accounting","low",34152
"794",0.91,0.89,4,247,5,0,1,0,"hr","low",38914
"795",0.11,0.79,7,295,4,0,1,0,"hr","low",38940
"796",0.43,0.54,2,150,3,0,1,0,"hr","low",29688
"797",0.45,0.49,2,151,3,0,1,0,"hr","low",31397
"798",0.11,0.91,5,291,4,0,1,0,"technical","low",32230
"799",0.11,0.93,6,253,4,1,1,0,"technical","low",30654
"800",0.43,0.5,2,161,3,0,1,0,"technical","low",31489
"801",0.91,0.97,4,251,6,0,1,0,"technical","low",36840
"802",0.43,0.55,2,153,3,0,1,0,"technical","medium",44880
"803",0.85,0.82,5,264,6,0,1,0,"technical","medium",64495
"804",0.1,0.77,6,310,4,0,1,0,"technical","medium",44243
"805",0.81,0.95,5,266,5,0,1,0,"technical","medium",48239
"806",0.36,0.62,4,237,2,0,1,0,"technical","medium",55694
"807",0.45,0.54,2,138,3,0,1,0,"technical","medium",45925
"808",0.86,1,5,227,5,0,1,0,"technical","medium",51737
"809",0.71,1,4,300,5,0,1,0,"support","medium",61272
"810",0.11,0.97,7,310,4,0,1,0,"support","medium",58023
"811",0.84,0.93,5,236,5,0,1,0,"support","medium",44890
"812",0.09,0.97,7,288,4,0,1,0,"support","medium",41941
"813",0.38,0.49,2,127,3,0,1,0,"support","medium",51941
"814",0.15,0.55,6,139,4,0,1,0,"support","high",74311
"815",0.1,0.92,7,253,4,1,1,0,"support","low",38381
"816",0.8,0.97,4,218,5,1,1,0,"support","medium",62277
"817",0.84,0.97,5,251,5,0,1,0,"support","medium",51916
"818",0.11,0.87,6,264,4,0,1,0,"support","medium",41139
"819",0.89,0.79,3,149,2,0,1,0,"support","medium",47606
"820",0.45,0.51,2,138,3,0,1,0,"technical","low",34017
"821",0.11,0.93,7,284,4,0,1,0,"technical","low",26148
"822",0.74,0.93,5,244,5,0,1,0,"technical","low",26642
"823",0.41,0.5,2,128,3,0,1,0,"management","low",32679
"824",0.44,0.53,2,154,3,0,1,0,"IT","low",20075
"825",0.37,0.56,2,138,3,0,1,0,"IT","low",34962
"826",0.11,0.86,6,308,4,0,1,0,"IT","low",26796
"827",0.1,0.93,6,269,4,0,1,0,"IT","low",22149
"828",0.7,0.74,6,136,3,0,1,0,"IT","low",17454
"829",0.59,1,2,160,5,0,1,0,"product_mng","low",39590
"830",0.38,0.53,2,138,3,0,1,0,"product_mng","low",32732
"831",0.72,0.95,4,220,5,0,1,0,"product_mng","low",39704
"832",0.73,1,5,274,5,0,1,0,"product_mng","low",39763
"833",0.39,0.48,2,161,3,0,1,0,"IT","low",39189
"834",0.89,0.82,5,224,6,0,1,0,"RandD","low",29678
"835",0.89,1,4,260,5,0,1,0,"RandD","low",34512
"836",0.11,0.78,6,300,4,1,1,0,"RandD","low",39797
"837",0.43,0.56,2,133,3,0,1,0,"RandD","low",38100
"838",0.09,0.93,6,308,4,0,1,0,"RandD","low",32584
"839",0.81,0.9,5,238,6,0,1,0,"marketing","low",36259
"840",0.37,0.53,2,126,3,0,1,0,"sales","low",36632
"841",0.36,0.56,2,138,3,0,1,0,"accounting","medium",53051
"842",0.11,0.85,6,299,4,0,1,0,"support","medium",50143
"843",0.1,0.85,6,254,4,0,1,0,"technical","medium",47748
"844",0.66,0.47,7,156,2,0,1,0,"management","medium",40664
"845",0.39,0.47,2,152,3,0,1,0,"marketing","medium",51097
"846",0.44,0.51,2,146,3,0,1,0,"marketing","medium",53664
"847",0.1,0.84,6,253,4,0,1,0,"marketing","medium",48859
"848",0.79,0.94,5,227,6,0,1,0,"sales","medium",53031
"849",0.1,0.81,6,301,4,1,1,0,"sales","medium",60917
"850",0.54,0.94,6,294,3,0,1,0,"sales","medium",51578
"851",0.37,0.47,2,151,3,0,1,0,"sales","medium",57238
"852",0.37,0.57,2,128,3,0,1,0,"sales","medium",58824
"853",0.82,0.89,5,217,5,0,1,0,"sales","high",77364
"854",0.45,0.52,2,160,3,0,1,0,"sales","low",32541
"855",0.79,0.9,5,263,5,0,1,0,"sales","medium",48855
"856",0.42,0.56,2,156,3,0,1,0,"sales","medium",58570
"857",0.1,0.85,6,273,4,0,1,0,"sales","medium",45358
"858",0.11,0.78,6,303,4,0,1,0,"sales","medium",40667
"859",0.74,1,4,253,5,0,1,0,"sales","low",35403
